"","Product ID","Type","Air temperature [K]","Process temperature [K]","Rotational speed [rpm]","Torque [Nm]"
"8746","M23604","M","297.4","308.7","1798","23.0"
"8747","L55925","L","297.4","308.6","1411","46.3"
"8748","L55926","L","297.3","308.5","1528","44.5"
"8749","L55927","L","297.3","308.5","1504","42.0"
"8750","L55928","L","297.3","308.5","1384","39.6"
"8751","L55929","L","297.2","308.4","1677","26.4"
"8752","L55930","L","297.3","308.5","1764","30.8"
"8753","M23611","M","297.4","308.5","1472","42.0"
"8754","M23612","M","297.4","308.5","1465","55.9"
"8755","M23613","M","297.4","308.6","1657","33.1"
"8756","L55934","L","297.4","308.6","1635","30.5"
"8757","M23615","M","297.4","308.7","1582","31.9"
"8758","L55936","L","297.5","308.7","1761","26.2"
"8759","L55937","L","297.5","308.8","1587","34.9"
"8760","M23618","M","297.5","308.7","1446","53.0"
"8761","M23619","M","297.5","308.7","1352","53.0"
"8762","M23620","M","297.4","308.7","1392","46.4"
"8763","L55941","L","297.5","308.8","1417","49.8"
"8764","H38176","H","297.5","308.8","1824","24.0"
"8765","L55943","L","297.5","308.8","1603","36.7"
"8766","L55944","L","297.4","308.8","1620","33.4"
"8767","L55945","L","297.4","308.8","1353","49.4"
"8768","L55946","L","297.5","308.8","1360","50.7"
"8769","L55947","L","297.5","308.6","1380","53.5"
"8770","M23628","M","297.5","308.7","1363","53.6"
"8771","M23629","M","297.4","308.6","1452","41.2"
"8772","L55950","L","297.4","308.6","1680","32.8"
"8773","L55951","L","297.5","308.6","1536","39.0"
"8774","L55952","L","297.5","308.6","1621","28.9"
"8775","L55953","L","297.5","308.6","1585","37.6"
"8776","M23634","M","297.6","308.7","1408","51.5"
"8777","H38189","H","297.5","308.6","1536","38.7"
"8778","L55956","L","297.5","308.6","1352","52.6"
"8779","H38191","H","297.5","308.6","1481","38.8"
"8780","L55958","L","297.5","308.7","1454","45.0"
"8781","M23639","M","297.5","308.6","1349","51.5"
"8782","M23640","M","297.5","308.6","1327","52.1"
"8783","L55961","L","297.6","308.7","1552","42.3"
"8784","L55962","L","297.5","308.7","1456","44.7"
"8785","M23643","M","297.6","308.6","1254","45.8"
"8786","L55964","L","297.5","308.6","1437","43.3"
"8787","L55965","L","297.5","308.6","1694","27.1"
"8788","L55966","L","297.5","308.5","1306","50.7"
"8789","M23647","M","297.5","308.5","1699","30.1"
"8790","L55968","L","297.4","308.5","1369","53.2"
"8791","L55969","L","297.4","308.5","1471","43.9"
"8792","L55970","L","297.4","308.5","1410","43.9"
"8793","M23651","M","297.4","308.5","1412","45.5"
"8794","L55972","L","297.4","308.5","1418","51.2"
"8795","L55973","L","297.4","308.5","1782","25.9"
"8796","M23654","M","297.4","308.5","1497","36.4"
"8797","L55975","L","297.3","308.4","1459","39.4"
"8798","L55976","L","297.2","308.3","1796","23.8"
"8799","L55977","L","297.2","308.3","1569","31.2"
"8800","L55978","L","297.3","308.4","1469","46.7"
"8801","L55979","L","297.3","308.4","1472","41.3"
"8802","L55980","L","297.4","308.5","1475","47.2"
"8803","L55981","L","297.4","308.6","1488","36.4"
"8804","L55982","L","297.4","308.6","1524","43.1"
"8805","L55983","L","297.4","308.5","1486","48.6"
"8806","M23664","M","297.5","308.6","1255","60.7"
"8807","M23665","M","297.4","308.6","1469","42.6"
"8808","L55986","L","297.4","308.5","1692","34.3"
"8809","M23667","M","297.4","308.6","1604","32.8"
"8810","L55988","L","297.4","308.6","1446","48.1"
"8811","L55989","L","297.3","308.5","1503","43.3"
"8812","M23670","M","297.3","308.5","1625","32.8"
"8813","L55991","L","297.2","308.5","1574","35.8"
"8814","M23672","M","297.2","308.4","1378","41.9"
"8815","L55993","L","297.1","308.4","1693","29.5"
"8816","L55994","L","297.2","308.4","1462","51.2"
"8817","H38229","H","297.3","308.5","1435","55.0"
"8818","M23676","M","297.2","308.5","1425","45.8"
"8819","H38231","H","297.3","308.6","1376","53.5"
"8820","M23678","M","297.4","308.7","1481","48.0"
"8821","H38233","H","297.4","308.7","1349","48.9"
"8822","L56000","L","297.3","308.7","1551","40.0"
"8823","H38235","H","297.4","308.7","1623","33.8"
"8824","L56002","L","297.4","308.8","1462","49.7"
"8825","M23683","M","297.3","308.8","1447","57.4"
"8826","M23684","M","297.3","308.9","1799","24.5"
"8827","M23685","M","297.3","308.8","1548","41.3"
"8828","M23686","M","297.2","308.8","1485","47.9"
"8829","L56007","L","297.2","308.7","1463","49.9"
"8830","L56008","L","297.3","308.7","1587","35.8"
"8831","M23689","M","297.3","308.8","1469","44.1"
"8832","H38244","H","297.3","308.7","1430","42.8"
"8833","H38245","H","297.4","308.7","1726","26.8"
"8834","L56012","L","297.4","308.8","1651","34.1"
"8835","L56013","L","297.4","308.8","1529","41.3"
"8836","L56014","L","297.4","308.8","1473","46.2"
"8837","H38249","H","297.4","308.8","1324","53.5"
"8838","L56016","L","297.4","308.9","1708","28.8"
"8839","M23697","M","297.5","309.1","1540","38.5"
"8840","L56018","L","297.5","309","1320","54.7"
"8841","M23699","M","297.4","308.9","1376","39.0"
"8842","M23700","M","297.3","308.7","1542","37.0"
"8843","L56021","L","297.3","308.7","1506","39.3"
"8844","L56022","L","297.3","308.7","1492","43.6"
"8845","H38257","H","297.3","308.8","1564","38.0"
"8846","H38258","H","297.4","308.9","1645","30.8"
"8847","M23705","M","297.4","308.9","1348","59.1"
"8848","M23706","M","297.4","308.8","1325","62.4"
"8849","L56027","L","297.5","308.9","1443","43.5"
"8850","M23708","M","297.5","308.9","1436","44.8"
"8851","L56029","L","297.5","308.9","1596","30.7"
"8852","L56030","L","297.6","309","1491","43.2"
"8853","M23711","M","297.7","308.9","1573","35.1"
"8854","L56032","L","297.7","308.9","1575","39.9"
"8855","L56033","L","297.7","308.9","1458","41.1"
"8856","M23714","M","297.7","309","1433","41.8"
"8857","L56035","L","297.7","308.9","1662","28.1"
"8858","M23716","M","297.7","308.9","1327","63.7"
"8859","L56037","L","297.7","308.9","1742","26.3"
"8860","L56038","L","297.8","308.9","1506","33.5"
"8861","L56039","L","297.9","309.1","1457","44.4"
"8862","M23720","M","297.9","309.1","1488","37.3"
"8863","L56041","L","297.9","309.1","1619","34.7"
"8864","M23722","M","298.0","309.2","1558","41.7"
"8865","L56043","L","298.0","309.2","1731","28.7"
"8866","M23724","M","298.0","309.1","1574","34.8"
"8867","L56045","L","297.9","309","1290","49.8"
"8868","H38280","H","297.9","308.9","1416","39.6"
"8869","L56047","L","297.9","308.9","1566","41.9"
"8870","L56048","L","297.9","309","1456","46.5"
"8871","L56049","L","297.9","309","1528","37.5"
"8872","M23730","M","297.9","309.1","1338","49.6"
"8873","M23731","M","297.9","309.1","1558","39.2"
"8874","M23732","M","297.9","309.1","1614","38.1"
"8875","H38287","H","298.0","309.1","1557","36.4"
"8876","L56054","L","298.1","309.3","1443","45.3"
"8877","H38289","H","298.1","309.3","1332","51.0"
"8878","M23736","M","298.1","309.3","1752","25.2"
"8879","M23737","M","298.1","309.2","1460","45.8"
"8880","L56058","L","298.1","309.2","1802","26.9"
"8881","L56059","L","298.0","309.2","1527","39.5"
"8882","L56060","L","298.0","309.2","1458","39.8"
"8883","H38295","H","298.0","309.2","1520","37.9"
"8884","L56062","L","298.0","309.2","1378","49.7"
"8885","M23743","M","297.9","309.2","1529","38.1"
"8886","L56064","L","298.0","309.2","1527","32.4"
"8887","M23745","M","298.0","309.2","1438","42.9"
"8888","L56066","L","297.9","309","1583","36.7"
"8889","L56067","L","297.8","308.9","1530","37.6"
"8890","M23748","M","297.7","308.9","1530","39.1"
"8891","M23749","M","297.7","308.8","2089","19.1"
"8892","L56070","L","297.7","308.8","1616","34.2"
"8893","M23751","M","297.7","308.9","1681","28.3"
"8894","L56072","L","297.6","308.8","1475","43.0"
"8895","L56073","L","297.5","308.7","1371","46.5"
"8896","M23754","M","297.5","308.7","1546","38.0"
"8897","H38309","H","297.4","308.6","1461","40.1"
"8898","L56076","L","297.4","308.7","1638","31.9"
"8899","M23757","M","297.3","308.7","1577","35.6"
"8900","L56078","L","297.4","308.6","1532","38.7"
"8901","M23759","M","297.3","308.5","1710","27.7"
"8902","M23760","M","297.3","308.6","1584","29.4"
"8903","L56081","L","297.3","308.6","1446","50.1"
"8904","H38316","H","297.4","308.7","1522","46.3"
"8905","M23763","M","297.4","308.7","1382","49.9"
"8906","L56084","L","297.4","308.7","1584","38.2"
"8907","L56085","L","297.3","308.6","1385","55.2"
"8908","L56086","L","297.3","308.7","1592","34.4"
"8909","M23767","M","297.2","308.6","1404","43.7"
"8910","L56088","L","297.2","308.5","1518","44.3"
"8911","L56089","L","297.1","308.4","1529","40.4"
"8912","L56090","L","297.1","308.4","1550","37.0"
"8913","L56091","L","297.1","308.3","1773","23.8"
"8914","L56092","L","297.2","308.5","1446","43.7"
"8915","M23773","M","297.2","308.5","1487","46.9"
"8916","M23774","M","297.3","308.5","1524","49.3"
"8917","L56095","L","297.1","308.3","1403","54.1"
"8918","L56096","L","297.1","308.2","2267","15.7"
"8919","M23777","M","297.1","308.2","1529","37.9"
"8920","L56098","L","297.1","308.2","1402","51.2"
"8921","L56099","L","297.2","308.3","1693","28.0"
"8922","L56100","L","297.1","308.3","1496","45.8"
"8923","L56101","L","297.1","308.1","1633","33.3"
"8924","L56102","L","297.1","308.2","1399","42.6"
"8925","M23783","M","297.0","308.1","1363","45.3"
"8926","H38338","H","297.1","308.2","1527","42.2"
"8927","M23785","M","297.2","308.2","1405","42.5"
"8928","M23786","M","297.3","308.3","1459","59.6"
"8929","M23787","M","297.4","308.4","1789","25.0"
"8930","L56108","L","297.4","308.4","1531","41.5"
"8931","M23789","M","297.4","308.4","1620","35.8"
"8932","L56110","L","297.4","308.4","1571","39.4"
"8933","L56111","L","297.4","308.4","1434","39.9"
"8934","L56112","L","297.4","308.4","1474","43.6"
"8935","M23793","M","297.3","308.3","1544","41.7"
"8936","L56114","L","297.3","308.2","1601","35.7"
"8937","L56115","L","297.4","308.3","1801","26.9"
"8938","L56116","L","297.4","308.3","1465","42.0"
"8939","M23797","M","297.4","308.4","1340","52.6"
"8940","M23798","M","297.4","308.4","1517","41.0"
"8941","M23799","M","297.3","308.4","1434","44.8"
"8942","H38354","H","297.3","308.3","1935","19.3"
"8943","M23801","M","297.3","308.3","1595","32.2"
"8944","L56122","L","297.3","308.3","2188","17.0"
"8945","M23803","M","297.3","308.4","1449","44.4"
"8946","L56124","L","297.3","308.3","1471","38.2"
"8947","L56125","L","297.4","308.2","1639","33.8"
"8948","M23806","M","297.3","308.2","1846","24.5"
"8949","M23807","M","297.3","308.2","1452","38.2"
"8950","M23808","M","297.4","308.3","1483","41.9"
"8951","L56129","L","297.4","308.3","1284","60.3"
"8952","L56130","L","297.4","308.2","1419","50.0"
"8953","L56131","L","297.3","308.1","1763","28.4"
"8954","M23812","M","297.2","308","1478","42.5"
"8955","L56133","L","297.3","308","1518","36.0"
"8956","L56134","L","297.3","308","1447","49.0"
"8957","M23815","M","297.4","308","1355","55.1"
"8958","L56136","L","297.4","308.1","1348","57.4"
"8959","L56137","L","297.4","308.1","1348","53.7"
"8960","M23818","M","297.4","308.1","1734","27.7"
"8961","L56139","L","297.3","308","1420","46.5"
"8962","L56140","L","297.3","307.9","1797","24.7"
"8963","M23821","M","297.3","308","1403","45.0"
"8964","L56142","L","297.3","307.9","1628","30.2"
"8965","M23823","M","297.2","307.9","1687","30.4"
"8966","M23824","M","297.2","307.9","1456","44.9"
"8967","L56145","L","297.1","307.9","1496","44.7"
"8968","L56146","L","297.1","307.8","1636","30.3"
"8969","L56147","L","297.1","307.8","1536","40.4"
"8970","L56148","L","297.1","307.8","1454","50.6"
"8971","L56149","L","297.0","307.8","1396","50.0"
"8972","L56150","L","297.0","307.6","1575","37.4"
"8973","L56151","L","296.9","307.6","1514","35.7"
"8974","M23832","M","296.8","307.4","1455","49.9"
"8975","L56153","L","296.8","307.4","1549","48.3"
"8976","L56154","L","296.8","307.5","1474","42.4"
"8977","H38389","H","296.7","307.4","1661","34.2"
"8978","L56156","L","296.7","307.4","1535","34.6"
"8979","M23837","M","296.9","307.5","1556","31.2"
"8980","L56158","L","296.9","307.6","1435","45.0"
"8981","M23839","M","296.9","307.5","1332","51.1"
"8982","L56160","L","297.0","307.6","1513","42.4"
"8983","L56161","L","297.0","307.7","1502","39.4"
"8984","L56162","L","297.0","307.7","1315","60.1"
"8985","M23843","M","297.0","307.7","1261","51.1"
"8986","L56164","L","297.1","307.8","1406","60.4"
"8987","L56165","L","297.1","307.8","1584","42.3"
"8988","M23846","M","297.1","307.8","1443","43.9"
"8989","L56167","L","297.2","307.9","1580","35.8"
"8990","L56168","L","297.2","307.9","1825","24.6"
"8991","L56169","L","297.2","307.9","1469","48.2"
"8992","L56170","L","297.2","307.9","1493","38.4"
"8993","M23851","M","297.3","308","1598","29.4"
"8994","H38406","H","297.2","307.9","1450","37.2"
"8995","M23853","M","297.2","307.9","1632","37.5"
"8996","M23854","M","297.1","307.9","1980","20.3"
"8997","L56175","L","297.2","308","1474","43.7"
"8998","L56176","L","297.2","307.9","1540","37.1"
"8999","M23857","M","297.1","307.9","1609","38.9"
"9000","L56178","L","297.1","308","1467","42.8"
"9001","L56179","L","297.1","307.9","1492","39.4"
"9002","L56180","L","297.0","307.9","1493","46.1"
"9003","L56181","L","297.0","307.8","1500","39.9"
"9004","L56182","L","297.1","307.8","1477","36.6"
"9005","L56183","L","297.1","307.9","1342","49.1"
"9006","M23864","M","297.1","307.8","1538","34.3"
"9007","L56185","L","297.2","307.9","1337","58.1"
"9008","L56186","L","297.3","307.9","1417","41.8"
"9009","L56187","L","297.4","308","1383","46.2"
"9010","M23868","M","297.4","308","1440","42.4"
"9011","L56189","L","297.3","307.9","1579","34.4"
"9012","L56190","L","297.2","307.9","1441","40.0"
"9013","M23871","M","297.2","307.9","1530","35.9"
"9014","L56192","L","297.2","308","1705","26.0"
"9015","H38427","H","297.2","308","1435","43.0"
"9016","M23874","M","297.2","308.1","1340","61.3"
"9017","L56195","L","297.2","308.1","1431","49.7"
"9018","L56196","L","297.3","308.2","1396","52.7"
"9019","M23877","M","297.3","308.1","1369","52.0"
"9020","L56198","L","297.3","308.1","1615","35.4"
"9021","L56199","L","297.2","308.1","1662","31.3"
"9022","L56200","L","297.3","308.2","1553","33.5"
"9023","M23881","M","297.4","308.2","1536","34.6"
"9024","L56202","L","297.4","308.3","1548","46.6"
"9025","L56203","L","297.4","308.3","1706","30.9"
"9026","L56204","L","297.4","308.3","1366","45.5"
"9027","L56205","L","297.5","308.4","1440","35.9"
"9028","M23886","M","297.5","308.4","1685","28.1"
"9029","M23887","M","297.4","308.3","1444","44.0"
"9030","L56208","L","297.4","308.3","1395","48.7"
"9031","L56209","L","297.4","308.3","1483","38.8"
"9032","M23890","M","297.5","308.4","1403","44.3"
"9033","H38445","H","297.5","308.4","1793","23.9"
"9034","L56212","L","297.4","308.3","1723","28.8"
"9035","L56213","L","297.4","308.2","1386","41.0"
"9036","H38448","H","297.4","308.2","1585","46.2"
"9037","M23895","M","297.3","308.1","1731","27.7"
"9038","L56216","L","297.3","308.3","1519","37.7"
"9039","L56217","L","297.3","308.2","1896","24.4"
"9040","L56218","L","297.3","308.3","2358","14.9"
"9041","M23899","M","297.3","308.3","1341","51.9"
"9042","L56220","L","297.3","308.3","1550","37.0"
"9043","L56221","L","297.3","308.3","1309","61.5"
"9044","M23902","M","297.3","308.4","1599","32.9"
"9045","L56223","L","297.4","308.4","1343","40.0"
"9046","L56224","L","297.4","308.4","1378","39.9"
"9047","L56225","L","297.4","308.4","1603","34.6"
"9048","L56226","L","297.4","308.4","1664","28.1"
"9049","L56227","L","297.3","308.4","1488","37.4"
"9050","M23908","M","297.3","308.4","1370","50.5"
"9051","L56229","L","297.3","308.5","1545","34.3"
"9052","M23910","M","297.4","308.5","1566","31.4"
"9053","L56231","L","297.4","308.6","1820","24.6"
"9054","M23912","M","297.4","308.6","1901","22.1"
"9055","M23913","M","297.4","308.5","1638","32.2"
"9056","M23914","M","297.3","308.4","1521","38.2"
"9057","H38469","H","297.3","308.4","1864","23.1"
"9058","L56236","L","297.3","308.3","1430","41.9"
"9059","M23917","M","297.3","308.4","1686","34.5"
"9060","M23918","M","297.2","308.3","1326","57.2"
"9061","L56239","L","297.2","308.3","1805","25.6"
"9062","H38474","H","297.2","308.3","1453","45.8"
"9063","M23921","M","297.2","308.4","1863","26.0"
"9064","L56242","L","297.2","308.3","1576","35.3"
"9065","L56243","L","297.2","308.3","1419","39.7"
"9066","L56244","L","297.2","308.4","1833","25.2"
"9067","H38479","H","297.2","308.4","2182","17.3"
"9068","L56246","L","297.2","308.3","1656","30.3"
"9069","L56247","L","297.1","308.2","1351","56.6"
"9070","H38482","H","297.1","308.2","1790","30.3"
"9071","M23929","M","297.2","308.2","1678","28.1"
"9072","L56250","L","297.1","308.2","1427","45.2"
"9073","L56251","L","297.0","308.1","1429","54.0"
"9074","H38486","H","297.2","308.1","1770","27.2"
"9075","L56253","L","297.2","308.1","1689","31.2"
"9076","M23934","M","297.2","308.1","1554","41.3"
"9077","L56255","L","297.3","308.1","1506","36.0"
"9078","L56256","L","297.2","308.1","1474","44.3"
"9079","L56257","L","297.3","308.1","1762","26.1"
"9080","L56258","L","297.3","308.1","1566","35.7"
"9081","H38493","H","297.3","308.1","1554","42.4"
"9082","L56260","L","297.2","308","1869","25.4"
"9083","L56261","L","297.3","308","1527","35.1"
"9084","L56262","L","297.2","307.9","1309","49.6"
"9085","M23943","M","297.2","307.9","1541","35.7"
"9086","L56264","L","297.2","307.9","1326","75.4"
"9087","H38499","H","297.1","307.9","1365","54.0"
"9088","L56266","L","297.1","307.8","1428","43.7"
"9089","L56267","L","297.1","307.8","1681","27.6"
"9090","M23948","M","297.1","307.9","1662","26.9"
"9091","L56269","L","297.2","307.9","1989","20.3"
"9092","M23950","M","297.2","307.9","1747","29.0"
